model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason
Retest,Long,2021-01-07 10:35:00-06:00,2021-01-07 10:35:00-06:00,2021-01-07 10:40:00-06:00,,2021-01-07 10:40:00-06:00,2021-01-07 10:55:00-06:00,12910.75,12885.799302106694,12960.65139578661,12885.799302106694,-1.0,75.0,1,3,STOP
BOS,Short,2021-01-07 11:10:00-06:00,2021-01-07 11:10:00-06:00,,,2021-01-07 11:10:00-06:00,2021-01-07 11:40:00-06:00,12869.5,12892.834055431527,12822.831889136944,12892.834055431527,-1.0,75.0,1,3,STOP
Control,Short,2021-01-07 11:10:00-06:00,,,,2021-01-07 11:10:00-06:00,2021-01-07 11:40:00-06:00,12869.5,12892.834055431527,12822.831889136944,12892.834055431527,-1.0,75.0,1,3,STOP
BOS,Long,2021-01-07 12:30:00-06:00,2021-01-07 12:30:00-06:00,,,2021-01-07 12:30:00-06:00,2021-01-07 13:30:00-06:00,12906.0,12886.25134467326,12945.49731065348,12910.0,0.20254543581931375,75.0,1,4,TIME
Control,Long,2021-01-07 12:30:00-06:00,,,,2021-01-07 12:30:00-06:00,2021-01-07 13:30:00-06:00,12906.0,12886.25134467326,12945.49731065348,12910.0,0.20254543581931375,75.0,1,4,TIME
Retest,Long,2021-01-07 12:30:00-06:00,2021-01-07 12:30:00-06:00,2021-01-07 12:45:00-06:00,,2021-01-07 12:45:00-06:00,2021-01-07 13:45:00-06:00,12899.5,12880.714633471995,12937.070733056013,12910.25,0.5722539394679108,75.0,1,4,TIME
Confirm,Long,2021-01-07 12:30:00-06:00,2021-01-07 12:30:00-06:00,2021-01-07 12:45:00-06:00,2021-01-07 12:50:00-06:00,2021-01-07 12:50:00-06:00,2021-01-07 13:50:00-06:00,12902.5,12884.06537393828,12939.369252123439,12906.25,0.2034215387632422,75.0,1,4,TIME
Retest,Long,2021-01-07 14:00:00-06:00,2021-01-07 14:00:00-06:00,2021-01-07 14:10:00-06:00,,2021-01-07 14:10:00-06:00,2021-01-07 14:50:00-06:00,12917.75,12900.620147894684,12952.00970421063,12952.00970421063,2.0,75.0,1,5,TARGET
BOS,Long,2021-01-07 14:00:00-06:00,2021-01-07 14:00:00-06:00,,,2021-01-07 14:00:00-06:00,2021-01-07 15:00:00-06:00,12927.25,12910.483278031705,12960.783443936589,12919.25,-0.47713560319826986,75.0,1,5,TIME
Control,Long,2021-01-07 14:00:00-06:00,,,,2021-01-07 14:00:00-06:00,2021-01-07 15:00:00-06:00,12927.25,12910.483278031705,12960.783443936589,12919.25,-0.47713560319826986,75.0,1,5,TIME
Confirm,Long,2021-01-07 14:00:00-06:00,2021-01-07 14:00:00-06:00,2021-01-07 14:10:00-06:00,2021-01-07 14:15:00-06:00,2021-01-07 14:15:00-06:00,2021-01-07 15:30:00-06:00,12924.25,12907.379423045064,12957.991153909872,12930.25,0.35564877336602435,75.0,1,5,TIME
Control,Long,2021-01-07 21:05:00-06:00,,,,2021-01-07 21:05:00-06:00,2021-01-07 22:05:00-06:00,12952.75,12940.75381035201,12976.742379295982,12957.5,0.3959590619505994,75.0,1,0,TIME
BOS,Long,2021-01-07 23:10:00-06:00,2021-01-07 23:10:00-06:00,,,2021-01-07 23:10:00-06:00,2021-01-08 00:10:00-06:00,12965.0,12955.51723174097,12983.965536518057,12965.25,0.0263636095674883,90.0,1,0,TIME
Control,Long,2021-01-07 23:10:00-06:00,,,,2021-01-07 23:10:00-06:00,2021-01-08 00:10:00-06:00,12965.0,12955.51723174097,12983.965536518057,12965.25,0.0263636095674883,90.0,1,0,TIME
BOS,Short,2021-01-08 03:05:00-06:00,2021-01-08 03:05:00-06:00,,,2021-01-08 03:05:00-06:00,2021-01-08 04:00:00-06:00,12963.0,12976.590204779406,12935.819590441188,12976.590204779406,-1.0,75.0,1,0,STOP
Control,Short,2021-01-08 03:05:00-06:00,,,,2021-01-08 03:05:00-06:00,2021-01-08 04:00:00-06:00,12963.0,12976.590204779406,12935.819590441188,12976.590204779406,-1.0,75.0,1,0,STOP
Control,Short,2021-01-08 04:35:00-06:00,,,,2021-01-08 04:35:00-06:00,2021-01-08 05:35:00-06:00,12976.0,12987.612822130459,12952.77435573908,12985.5,-0.8180612682495177,75.0,1,1,TIME
Control,Short,2021-01-08 10:05:00-06:00,,,,2021-01-08 10:05:00-06:00,2021-01-08 11:05:00-06:00,13036.75,13073.817944707213,12962.614110585575,13033.5,0.08767683306076617,85.0,1,2,TIME
BOS,Short,2021-01-08 12:20:00-06:00,2021-01-08 12:20:00-06:00,,,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,12965.5,12997.386602760818,12901.726794478362,12997.386602760818,-1.0,100.0,1,4,STOP
Control,Short,2021-01-08 12:20:00-06:00,,,,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,12965.5,12997.386602760818,12901.726794478362,12997.386602760818,-1.0,100.0,1,4,STOP
Retest,Short,2021-01-08 12:20:00-06:00,2021-01-08 12:20:00-06:00,2021-01-08 13:00:00-06:00,,2021-01-08 13:00:00-06:00,2021-01-08 13:50:00-06:00,12993.5,13029.058193839746,12922.383612320507,13029.058193839746,-1.0,100.0,1,4,STOP
Control,Short,2021-01-11 05:00:00-06:00,,,,2021-01-11 05:00:00-06:00,2021-01-11 06:00:00-06:00,13045.75,13060.71815691957,13015.813686160856,13041.5,0.2839360933237478,75.0,1,1,TIME
BOS,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,,,2021-01-11 06:05:00-06:00,2021-01-11 06:15:00-06:00,13033.5,13046.551233882852,13007.397532234294,13007.397532234294,2.0,90.0,1,1,TARGET
Control,Short,2021-01-11 06:05:00-06:00,,,,2021-01-11 06:05:00-06:00,2021-01-11 06:15:00-06:00,13033.5,13046.551233882852,13007.397532234294,13007.397532234294,2.0,90.0,1,1,TARGET
Confirm,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,2021-01-11 06:10:00-06:00,2021-01-11 06:15:00-06:00,2021-01-11 06:15:00-06:00,2021-01-11 06:30:00-06:00,13011.0,13025.817773092867,12981.364453814263,13025.817773092867,-1.0,90.0,1,1,STOP
Retest,Short,2021-01-11 06:05:00-06:00,2021-01-11 06:05:00-06:00,2021-01-11 06:10:00-06:00,,2021-01-11 06:10:00-06:00,2021-01-11 07:10:00-06:00,13024.5,13037.717217176934,12998.065565646131,13010.0,1.0970539263971555,90.0,1,1,TIME
BOS,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,,,2021-01-12 10:50:00-06:00,2021-01-12 11:05:00-06:00,12858.75,12887.341864713313,12801.566270573372,12801.566270573372,2.0,100.0,-1,3,TARGET
Control,Short,2021-01-12 10:50:00-06:00,,,,2021-01-12 10:50:00-06:00,2021-01-12 11:05:00-06:00,12858.75,12887.341864713313,12801.566270573372,12801.566270573372,2.0,100.0,-1,3,TARGET
Retest,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,2021-01-12 11:00:00-06:00,,2021-01-12 11:00:00-06:00,2021-01-12 11:15:00-06:00,12835.5,12866.130230288521,12774.239539422959,12774.239539422959,2.0,100.0,-1,3,TARGET
Confirm,Short,2021-01-12 10:50:00-06:00,2021-01-12 10:50:00-06:00,2021-01-12 11:00:00-06:00,2021-01-12 11:05:00-06:00,2021-01-12 11:05:00-06:00,2021-01-12 11:50:00-06:00,12802.75,12835.21021383934,12737.82957232132,12835.21021383934,-1.0,100.0,-1,3,STOP
BOS,Long,2021-01-12 13:00:00-06:00,2021-01-12 13:00:00-06:00,,,2021-01-12 13:00:00-06:00,2021-01-12 13:20:00-06:00,12902.75,12876.272647483074,12955.704705033853,12876.272647483074,-1.0,75.0,-1,4,STOP
Control,Long,2021-01-12 13:00:00-06:00,,,,2021-01-12 13:00:00-06:00,2021-01-12 13:20:00-06:00,12902.75,12876.272647483074,12955.704705033853,12876.272647483074,-1.0,75.0,-1,4,STOP
BOS,Short,2021-01-13 05:25:00-06:00,2021-01-13 05:25:00-06:00,,,2021-01-13 05:25:00-06:00,2021-01-13 05:30:00-06:00,12859.5,12873.815980421283,12830.868039157434,12873.815980421283,-1.0,90.0,-1,1,STOP
Control,Short,2021-01-13 05:25:00-06:00,,,,2021-01-13 05:25:00-06:00,2021-01-13 05:30:00-06:00,12859.5,12873.815980421283,12830.868039157434,12873.815980421283,-1.0,90.0,-1,1,STOP
Control,Short,2021-01-13 08:15:00-06:00,,,,2021-01-13 08:15:00-06:00,2021-01-13 08:30:00-06:00,12885.0,12902.600171541899,12849.7996569162,12902.600171541899,-1.0,75.0,-1,1,STOP
BOS,Short,2021-01-13 21:25:00-06:00,2021-01-13 21:25:00-06:00,,,2021-01-13 21:25:00-06:00,2021-01-13 21:30:00-06:00,12957.75,12971.046328169614,12931.15734366077,12931.15734366077,2.0,90.0,1,0,TARGET
Control,Short,2021-01-13 21:25:00-06:00,,,,2021-01-13 21:25:00-06:00,2021-01-13 21:30:00-06:00,12957.75,12971.046328169614,12931.15734366077,12931.15734366077,2.0,90.0,1,0,TARGET
Control,Long,2021-01-14 10:55:00-06:00,,,,2021-01-14 10:55:00-06:00,2021-01-14 11:10:00-06:00,12974.25,12952.965838166418,13016.818323667165,12952.965838166418,-1.0,85.0,1,3,STOP
BOS,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,,,2021-01-14 21:45:00-06:00,2021-01-14 22:45:00-06:00,12889.75,12901.999505910513,12865.250988178974,12877.5,1.00004033546256,75.0,-1,0,TIME
Control,Short,2021-01-14 21:45:00-06:00,,,,2021-01-14 21:45:00-06:00,2021-01-14 22:45:00-06:00,12889.75,12901.999505910513,12865.250988178974,12877.5,1.00004033546256,75.0,-1,0,TIME
Retest,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,2021-01-14 21:50:00-06:00,,2021-01-14 21:50:00-06:00,2021-01-14 22:50:00-06:00,12889.5,12901.758469774048,12864.983060451905,12878.75,0.8769446919678899,75.0,-1,0,TIME
Confirm,Short,2021-01-14 21:45:00-06:00,2021-01-14 21:45:00-06:00,2021-01-14 21:50:00-06:00,2021-01-14 21:55:00-06:00,2021-01-14 21:55:00-06:00,2021-01-14 22:55:00-06:00,12882.75,12895.391793361616,12857.466413276768,12876.25,0.5141675563006689,75.0,-1,0,TIME
BOS,Short,2021-01-15 03:50:00-06:00,2021-01-15 03:50:00-06:00,,,2021-01-15 03:50:00-06:00,2021-01-15 04:30:00-06:00,12873.5,12885.17611210262,12850.14777579476,12885.17611210262,-1.0,90.0,-1,0,STOP
Control,Short,2021-01-15 03:50:00-06:00,,,,2021-01-15 03:50:00-06:00,2021-01-15 04:30:00-06:00,12873.5,12885.17611210262,12850.14777579476,12885.17611210262,-1.0,90.0,-1,0,STOP
Control,Short,2021-01-15 04:35:00-06:00,,,,2021-01-15 04:35:00-06:00,2021-01-15 05:00:00-06:00,12882.0,12894.04952875403,12857.900942491939,12857.900942491939,2.0,75.0,-1,1,TARGET
BOS,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,,,2021-01-15 05:05:00-06:00,2021-01-15 06:00:00-06:00,12854.25,12868.818174531036,12825.113650937928,12868.818174531036,-1.0,75.0,-1,1,STOP
Confirm,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,2021-01-15 05:35:00-06:00,2021-01-15 05:40:00-06:00,2021-01-15 05:40:00-06:00,2021-01-15 06:00:00-06:00,12856.25,12869.793371819513,12829.163256360975,12869.793371819513,-1.0,75.0,-1,1,STOP
Control,Short,2021-01-15 05:05:00-06:00,,,,2021-01-15 05:05:00-06:00,2021-01-15 06:00:00-06:00,12854.25,12868.818174531036,12825.113650937928,12868.818174531036,-1.0,90.0,-1,1,STOP
Retest,Short,2021-01-15 04:35:00-06:00,2021-01-15 05:05:00-06:00,2021-01-15 05:35:00-06:00,,2021-01-15 05:35:00-06:00,2021-01-15 06:15:00-06:00,12861.0,12874.690938882552,12833.618122234897,12874.690938882552,-1.0,75.0,-1,1,STOP
Control,Short,2021-01-15 06:30:00-06:00,,,,2021-01-15 06:30:00-06:00,2021-01-15 07:20:00-06:00,12891.5,12906.243372627669,12862.013254744663,12906.243372627669,-1.0,75.0,-1,1,STOP
Control,Long,2021-01-15 08:00:00-06:00,,,,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,12876.25,12860.233502993653,12908.282994012694,12908.282994012694,2.0,75.0,-1,1,TARGET
BOS,Long,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,,,2021-01-15 08:30:00-06:00,2021-01-15 08:55:00-06:00,12907.0,12885.802835473698,12949.394329052602,12885.802835473698,-1.0,75.0,-1,1,STOP
Retest,Long,2021-01-15 08:00:00-06:00,2021-01-15 08:30:00-06:00,2021-01-15 08:35:00-06:00,,2021-01-15 08:35:00-06:00,2021-01-15 08:55:00-06:00,12908.75,12886.200847225577,12953.848305548845,12886.200847225577,-1.0,75.0,-1,1,STOP
BOS,Long,2021-01-15 12:15:00-06:00,2021-01-15 12:15:00-06:00,,,2021-01-15 12:15:00-06:00,2021-01-15 13:15:00-06:00,12872.25,12842.399308537893,12931.951382924211,12852.25,-0.6700012301352902,75.0,-1,4,TIME
Control,Long,2021-01-15 12:15:00-06:00,,,,2021-01-15 12:15:00-06:00,2021-01-15 13:15:00-06:00,12872.25,12842.399308537893,12931.951382924211,12852.25,-0.6700012301352902,75.0,-1,4,TIME
Confirm,Long,2021-01-15 12:15:00-06:00,2021-01-15 12:15:00-06:00,2021-01-15 12:30:00-06:00,2021-01-15 12:35:00-06:00,2021-01-15 12:35:00-06:00,2021-01-15 13:20:00-06:00,12872.5,12844.64117558181,12928.21764883638,12844.64117558181,-1.0,75.0,-1,4,STOP
Retest,Long,2021-01-15 12:15:00-06:00,2021-01-15 12:15:00-06:00,2021-01-15 12:30:00-06:00,,2021-01-15 12:30:00-06:00,2021-01-15 13:30:00-06:00,12861.0,12833.248189088103,12916.503621823795,12844.0,-0.6125726372945234,75.0,-1,4,TIME
Confirm,Short,2021-01-15 13:55:00-06:00,2021-01-15 13:55:00-06:00,2021-01-15 14:00:00-06:00,2021-01-15 14:05:00-06:00,2021-01-15 14:05:00-06:00,2021-01-15 14:10:00-06:00,12808.5,12831.942795816774,12761.614408366451,12831.942795816774,-1.0,75.0,-1,5,STOP
BOS,Short,2021-01-15 13:55:00-06:00,2021-01-15 13:55:00-06:00,,,2021-01-15 13:55:00-06:00,2021-01-15 14:15:00-06:00,12825.5,12848.163686272708,12780.172627454584,12848.163686272708,-1.0,75.0,-1,4,STOP
Control,Short,2021-01-15 13:55:00-06:00,,,,2021-01-15 13:55:00-06:00,2021-01-15 14:15:00-06:00,12825.5,12848.163686272708,12780.172627454584,12848.163686272708,-1.0,75.0,-1,4,STOP
Retest,Short,2021-01-15 13:55:00-06:00,2021-01-15 13:55:00-06:00,2021-01-15 14:00:00-06:00,,2021-01-15 14:00:00-06:00,2021-01-15 14:15:00-06:00,12824.25,12846.928780110373,12778.892439779256,12846.928780110373,-1.0,75.0,-1,5,STOP
BOS,Short,2021-01-18 00:50:00-06:00,2021-01-18 00:50:00-06:00,,,2021-01-18 00:50:00-06:00,2021-01-18 01:50:00-06:00,12767.75,12776.644983517086,12749.960032965828,12767.25,0.05621145885650623,90.0,-1,0,TIME
Control,Short,2021-01-18 00:50:00-06:00,,,,2021-01-18 00:50:00-06:00,2021-01-18 01:50:00-06:00,12767.75,12776.644983517086,12749.960032965828,12767.25,0.05621145885650623,90.0,-1,0,TIME
Control,Short,2021-01-18 02:05:00-06:00,,,,2021-01-18 02:05:00-06:00,2021-01-18 03:05:00-06:00,12777.75,12788.779081192035,12755.691837615932,12779.75,-0.18133876840479643,75.0,-1,0,TIME
Control,Long,2021-01-18 03:45:00-06:00,,,,2021-01-18 03:45:00-06:00,2021-01-18 04:45:00-06:00,12775.5,12766.459277095499,12793.581445809,12785.25,1.0784535819747534,75.0,-1,0,TIME
BOS,Long,2021-01-18 05:05:00-06:00,2021-01-18 05:05:00-06:00,,,2021-01-18 05:05:00-06:00,2021-01-18 05:45:00-06:00,12800.25,12790.459132204318,12819.831735591364,12790.459132204318,-1.0,90.0,-1,1,STOP
Control,Long,2021-01-18 05:05:00-06:00,,,,2021-01-18 05:05:00-06:00,2021-01-18 05:45:00-06:00,12800.25,12790.459132204318,12819.831735591364,12790.459132204318,-1.0,90.0,-1,1,STOP
Control,Long,2021-01-19 02:35:00-06:00,,,,2021-01-19 02:35:00-06:00,2021-01-19 03:35:00-06:00,12913.5,12901.04273213146,12938.41453573708,12914.5,0.0802744237783844,75.0,1,0,TIME
BOS,Long,2021-01-19 03:40:00-06:00,2021-01-19 03:40:00-06:00,,,2021-01-19 03:40:00-06:00,2021-01-19 04:40:00-06:00,12921.5,12909.958087716632,12944.583824566736,12925.5,0.34656302194949884,90.0,1,0,TIME
Control,Long,2021-01-19 03:40:00-06:00,,,,2021-01-19 03:40:00-06:00,2021-01-19 04:40:00-06:00,12921.5,12909.958087716632,12944.583824566736,12925.5,0.34656302194949884,90.0,1,0,TIME
Retest,Long,2021-01-19 03:40:00-06:00,2021-01-19 03:40:00-06:00,2021-01-19 03:55:00-06:00,,2021-01-19 03:55:00-06:00,2021-01-19 04:55:00-06:00,12921.75,12911.056457257086,12943.13708548583,12922.5,0.07013578362483304,90.0,1,0,TIME
Confirm,Long,2021-01-19 03:40:00-06:00,2021-01-19 03:40:00-06:00,2021-01-19 03:55:00-06:00,2021-01-19 04:00:00-06:00,2021-01-19 04:00:00-06:00,2021-01-19 05:00:00-06:00,12924.25,12913.784567453007,12945.180865093986,12925.5,0.11944083480421483,90.0,1,1,TIME
BOS,Long,2021-01-19 08:30:00-06:00,2021-01-19 08:30:00-06:00,,,2021-01-19 08:30:00-06:00,2021-01-19 08:35:00-06:00,12911.75,12897.33247436252,12940.58505127496,12897.33247436252,-1.0,90.0,1,1,STOP
Control,Long,2021-01-19 08:30:00-06:00,,,,2021-01-19 08:30:00-06:00,2021-01-19 08:35:00-06:00,12911.75,12897.33247436252,12940.58505127496,12897.33247436252,-1.0,90.0,1,1,STOP
Control,Long,2021-01-19 08:55:00-06:00,,,,2021-01-19 08:55:00-06:00,2021-01-19 09:00:00-06:00,12880.5,12857.81031927449,12925.87936145102,12857.81031927449,-1.0,75.0,1,1,STOP
BOS,Long,2021-01-19 14:00:00-06:00,2021-01-19 14:00:00-06:00,,,2021-01-19 14:00:00-06:00,2021-01-19 14:20:00-06:00,13000.5,12984.538820434474,13032.42235913105,12984.538820434474,-1.0,75.0,1,5,STOP
Control,Long,2021-01-19 14:00:00-06:00,,,,2021-01-19 14:00:00-06:00,2021-01-19 14:20:00-06:00,13000.5,12984.538820434474,13032.42235913105,12984.538820434474,-1.0,75.0,1,5,STOP
Control,Long,2021-01-19 15:00:00-06:00,,,,2021-01-19 15:00:00-06:00,2021-01-19 17:00:00-06:00,12998.0,12978.3922611478,13037.2154777044,13037.2154777044,2.0,100.0,1,5,TARGET
BOS,Long,2021-01-19 15:00:00-06:00,2021-01-19 15:30:00-06:00,,,2021-01-19 15:30:00-06:00,2021-01-19 17:05:00-06:00,13009.0,12990.736077894211,13045.527844211576,13045.527844211576,2.0,100.0,1,5,TARGET
Control,Short,2021-01-19 20:30:00-06:00,,,,2021-01-19 20:30:00-06:00,2021-01-19 21:30:00-06:00,13040.25,13050.113312773825,13020.52337445235,13027.0,1.3433620431426323,75.0,1,0,TIME
Control,Long,2021-01-19 22:05:00-06:00,,,,2021-01-19 22:05:00-06:00,2021-01-19 23:05:00-06:00,13024.75,13015.916929107976,13042.416141784046,13028.75,0.4528436428164794,75.0,1,0,TIME
Control,Short,2021-01-19 23:20:00-06:00,,,,2021-01-19 23:20:00-06:00,2021-01-19 23:25:00-06:00,13030.75,13039.040430409026,13014.169139181946,13039.040430409026,-1.0,75.0,1,0,STOP
Control,Long,2021-01-20 06:10:00-06:00,,,,2021-01-20 06:10:00-06:00,2021-01-20 06:55:00-06:00,13080.0,13070.541488148685,13098.917023702628,13098.917023702628,2.0,75.0,1,1,TARGET
BOS,Long,2021-01-20 06:10:00-06:00,2021-01-20 06:35:00-06:00,,,2021-01-20 06:35:00-06:00,2021-01-20 07:15:00-06:00,13089.5,13079.977175635877,13108.545648728246,13108.545648728246,2.0,75.0,1,1,TARGET
Retest,Long,2021-01-20 06:10:00-06:00,2021-01-20 06:35:00-06:00,2021-01-20 06:40:00-06:00,,2021-01-20 06:40:00-06:00,2021-01-20 07:40:00-06:00,13091.5,13082.068091661886,13110.363816676228,13110.363816676228,2.0,75.0,1,1,TARGET
Confirm,Long,2021-01-20 06:10:00-06:00,2021-01-20 06:35:00-06:00,2021-01-20 06:40:00-06:00,2021-01-20 06:50:00-06:00,2021-01-20 06:50:00-06:00,2021-01-20 07:45:00-06:00,13094.0,13084.627589239075,13112.74482152185,13112.74482152185,2.0,75.0,1,1,TARGET
BOS,Long,2021-01-20 11:35:00-06:00,2021-01-20 11:35:00-06:00,,,2021-01-20 11:35:00-06:00,2021-01-20 12:35:00-06:00,13262.75,13243.786142328461,13300.67771534308,13280.25,0.9228080226663766,75.0,1,3,TIME
Control,Long,2021-01-20 11:35:00-06:00,,,,2021-01-20 11:35:00-06:00,2021-01-20 12:35:00-06:00,13262.75,13243.786142328461,13300.67771534308,13280.25,0.9228080226663766,75.0,1,3,TIME
BOS,Long,2021-01-20 13:25:00-06:00,2021-01-20 13:25:00-06:00,,,2021-01-20 13:25:00-06:00,2021-01-20 14:25:00-06:00,13294.75,13276.498389470558,13331.253221058885,13306.75,0.6574762254893838,75.0,1,4,TIME
Control,Long,2021-01-20 13:25:00-06:00,,,,2021-01-20 13:25:00-06:00,2021-01-20 14:25:00-06:00,13294.75,13276.498389470558,13331.253221058885,13306.75,0.6574762254893838,75.0,1,4,TIME
Retest,Long,2021-01-20 13:25:00-06:00,2021-01-20 13:25:00-06:00,2021-01-20 13:30:00-06:00,,2021-01-20 13:30:00-06:00,2021-01-20 14:30:00-06:00,13295.25,13277.578861651233,13330.592276697536,13316.25,1.1883784499635413,75.0,1,4,TIME
Confirm,Long,2021-01-20 13:25:00-06:00,2021-01-20 13:25:00-06:00,2021-01-20 13:30:00-06:00,2021-01-20 13:35:00-06:00,2021-01-20 13:35:00-06:00,2021-01-20 14:35:00-06:00,13302.25,13284.341085819002,13338.067828361998,13302.0,-0.013959528616494753,75.0,1,4,TIME
Control,Long,2021-01-20 14:50:00-06:00,,,,2021-01-20 14:50:00-06:00,2021-01-20 14:55:00-06:00,13304.0,13284.798896839726,13342.40220632055,13284.798896839726,-1.0,85.0,1,5,STOP
Retest,Long,2021-01-21 01:45:00-06:00,2021-01-21 01:45:00-06:00,2021-01-21 02:00:00-06:00,,2021-01-21 02:00:00-06:00,2021-01-21 02:10:00-06:00,13367.25,13356.648049186302,13388.453901627396,13356.648049186302,-1.0,90.0,1,0,STOP
