timestamp,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-07-13 00:00:00+00:00,33,1,42004177,29892.0,29902.0,29871.5,29877.75,408,NQ.v.0
2026-07-13 00:01:00+00:00,33,1,42004177,29878.5,29913.75,29878.5,29904.0,344,NQ.v.0
2026-07-13 00:02:00+00:00,33,1,42004177,29903.75,29956.5,29903.75,29952.75,836,NQ.v.0
2026-07-13 00:03:00+00:00,33,1,42004177,29954.0,29965.0,29942.25,29959.75,658,NQ.v.0
2026-07-13 00:04:00+00:00,33,1,42004177,29957.75,29986.25,29956.5,29965.5,622,NQ.v.0
2026-07-13 00:05:00+00:00,33,1,42004177,29967.0,29977.75,29957.25,29965.5,308,NQ.v.0
2026-07-13 00:06:00+00:00,33,1,42004177,29965.5,29997.75,29953.5,29996.75,510,NQ.v.0
2026-07-13 00:07:00+00:00,33,1,42004177,29996.0,30007.75,29978.5,29981.0,432,NQ.v.0
2026-07-13 00:08:00+00:00,33,1,42004177,29980.5,29992.25,29972.25,29980.5,279,NQ.v.0
2026-07-13 00:09:00+00:00,33,1,42004177,29985.0,30002.0,29984.0,29995.5,237,NQ.v.0
2026-07-13 00:10:00+00:00,33,1,42004177,29996.5,30041.0,29996.5,30024.0,733,NQ.v.0
2026-07-13 00:11:00+00:00,33,1,42004177,30025.75,30034.0,30018.75,30022.25,239,NQ.v.0
2026-07-13 00:12:00+00:00,33,1,42004177,30022.0,30030.25,30015.0,30016.25,170,NQ.v.0
2026-07-13 00:13:00+00:00,33,1,42004177,30014.25,30016.5,30003.5,30014.5,172,NQ.v.0
2026-07-13 00:14:00+00:00,33,1,42004177,30013.25,30021.5,30008.5,30019.0,100,NQ.v.0
2026-07-13 00:15:00+00:00,33,1,42004177,30018.0,30032.25,30001.0,30010.5,383,NQ.v.0
2026-07-13 00:16:00+00:00,33,1,42004177,30010.75,30015.75,29998.5,30003.0,211,NQ.v.0
2026-07-13 00:17:00+00:00,33,1,42004177,30000.25,30002.0,29981.25,29981.25,280,NQ.v.0
2026-07-13 00:18:00+00:00,33,1,42004177,29981.25,29987.25,29970.0,29970.0,362,NQ.v.0
2026-07-13 00:19:00+00:00,33,1,42004177,29970.25,29974.75,29958.0,29972.0,324,NQ.v.0
2026-07-13 00:20:00+00:00,33,1,42004177,29975.0,29997.25,29970.0,29996.5,269,NQ.v.0
2026-07-13 00:21:00+00:00,33,1,42004177,29997.5,30001.5,29979.75,29991.25,188,NQ.v.0
2026-07-13 00:22:00+00:00,33,1,42004177,29991.25,29995.0,29980.75,29992.75,133,NQ.v.0
2026-07-13 00:23:00+00:00,33,1,42004177,29993.0,30014.25,29993.0,30003.75,244,NQ.v.0
2026-07-13 00:24:00+00:00,33,1,42004177,30004.0,30006.0,29984.0,29994.75,218,NQ.v.0
2026-07-13 00:25:00+00:00,33,1,42004177,29989.5,30000.0,29987.25,29998.0,62,NQ.v.0
2026-07-13 00:26:00+00:00,33,1,42004177,29997.75,30004.5,29993.0,29999.5,58,NQ.v.0
2026-07-13 00:27:00+00:00,33,1,42004177,29997.5,30000.75,29983.5,29987.0,100,NQ.v.0
2026-07-13 00:28:00+00:00,33,1,42004177,29983.25,29986.5,29971.0,29974.5,144,NQ.v.0
2026-07-13 00:29:00+00:00,33,1,42004177,29977.0,29977.25,29964.0,29967.25,114,NQ.v.0
2026-07-13 00:30:00+00:00,33,1,42004177,29968.0,29971.75,29959.5,29960.75,199,NQ.v.0
2026-07-13 00:31:00+00:00,33,1,42004177,29960.75,29960.75,29937.25,29943.75,369,NQ.v.0
2026-07-13 00:32:00+00:00,33,1,42004177,29944.75,29947.25,29936.25,29943.25,182,NQ.v.0
2026-07-13 00:33:00+00:00,33,1,42004177,29943.5,29944.5,29923.0,29929.25,243,NQ.v.0
2026-07-13 00:34:00+00:00,33,1,42004177,29933.0,29933.25,29911.75,29912.0,302,NQ.v.0
2026-07-13 00:35:00+00:00,33,1,42004177,29912.0,29928.5,29911.75,29920.0,181,NQ.v.0
2026-07-13 00:36:00+00:00,33,1,42004177,29921.25,29928.0,29913.0,29913.0,150,NQ.v.0
2026-07-13 00:37:00+00:00,33,1,42004177,29912.0,29912.0,29895.5,29901.25,284,NQ.v.0
2026-07-13 00:38:00+00:00,33,1,42004177,29902.75,29904.5,29890.0,29898.75,270,NQ.v.0
2026-07-13 00:39:00+00:00,33,1,42004177,29898.75,29902.25,29886.0,29894.0,168,NQ.v.0
2026-07-13 00:40:00+00:00,33,1,42004177,29893.75,29903.5,29884.0,29884.5,235,NQ.v.0
2026-07-13 00:41:00+00:00,33,1,42004177,29887.0,29887.0,29850.0,29871.0,625,NQ.v.0
2026-07-13 00:42:00+00:00,33,1,42004177,29870.5,29885.75,29870.5,29881.0,199,NQ.v.0
2026-07-13 00:43:00+00:00,33,1,42004177,29880.75,29891.0,29871.0,29876.75,166,NQ.v.0
2026-07-13 00:44:00+00:00,33,1,42004177,29875.5,29885.0,29870.0,29881.75,137,NQ.v.0
2026-07-13 00:45:00+00:00,33,1,42004177,29883.75,29898.0,29878.0,29898.0,318,NQ.v.0
2026-07-13 00:46:00+00:00,33,1,42004177,29898.25,29905.25,29886.25,29898.5,245,NQ.v.0
2026-07-13 00:47:00+00:00,33,1,42004177,29898.75,29900.25,29883.5,29887.75,106,NQ.v.0
2026-07-13 00:48:00+00:00,33,1,42004177,29887.0,29905.0,29886.25,29905.0,85,NQ.v.0
2026-07-13 00:49:00+00:00,33,1,42004177,29903.25,29904.0,29860.25,29862.5,492,NQ.v.0
2026-07-13 00:50:00+00:00,33,1,42004177,29862.25,29866.75,29848.0,29865.25,454,NQ.v.0
2026-07-13 00:51:00+00:00,33,1,42004177,29864.5,29869.0,29852.25,29854.75,225,NQ.v.0
2026-07-13 00:52:00+00:00,33,1,42004177,29854.25,29859.5,29808.5,29813.75,880,NQ.v.0
2026-07-13 00:53:00+00:00,33,1,42004177,29813.0,29831.5,29807.5,29830.5,388,NQ.v.0
2026-07-13 00:54:00+00:00,33,1,42004177,29829.25,29836.25,29824.75,29831.75,153,NQ.v.0
2026-07-13 00:55:00+00:00,33,1,42004177,29830.0,29841.75,29821.5,29841.5,238,NQ.v.0
2026-07-13 00:56:00+00:00,33,1,42004177,29843.0,29845.5,29827.0,29831.75,225,NQ.v.0
2026-07-13 00:57:00+00:00,33,1,42004177,29833.0,29835.5,29822.25,29829.0,176,NQ.v.0
2026-07-13 00:58:00+00:00,33,1,42004177,29831.25,29845.0,29828.25,29834.25,268,NQ.v.0
2026-07-13 00:59:00+00:00,33,1,42004177,29830.75,29839.75,29821.0,29832.5,202,NQ.v.0
2026-07-13 01:00:00+00:00,33,1,42004177,29836.75,29838.0,29809.5,29818.75,357,NQ.v.0
2026-07-13 01:01:00+00:00,33,1,42004177,29820.25,29839.0,29819.0,29825.0,185,NQ.v.0
2026-07-13 01:02:00+00:00,33,1,42004177,29825.5,29844.5,29824.5,29843.75,214,NQ.v.0
2026-07-13 01:03:00+00:00,33,1,42004177,29844.0,29851.25,29840.0,29841.0,246,NQ.v.0
2026-07-13 01:04:00+00:00,33,1,42004177,29840.0,29840.0,29808.0,29818.5,360,NQ.v.0
2026-07-13 01:05:00+00:00,33,1,42004177,29819.75,29825.5,29805.5,29820.0,247,NQ.v.0
2026-07-13 01:06:00+00:00,33,1,42004177,29819.5,29822.5,29807.0,29814.0,101,NQ.v.0
2026-07-13 01:07:00+00:00,33,1,42004177,29813.75,29822.25,29810.5,29822.0,84,NQ.v.0
2026-07-13 01:08:00+00:00,33,1,42004177,29821.25,29823.25,29805.5,29811.75,173,NQ.v.0
2026-07-13 01:09:00+00:00,33,1,42004177,29815.0,29826.25,29795.5,29795.5,373,NQ.v.0
2026-07-13 01:10:00+00:00,33,1,42004177,29797.0,29807.25,29788.75,29801.5,317,NQ.v.0
2026-07-13 01:11:00+00:00,33,1,42004177,29804.25,29816.5,29795.75,29800.25,262,NQ.v.0
2026-07-13 01:12:00+00:00,33,1,42004177,29796.75,29816.25,29790.25,29815.5,163,NQ.v.0
2026-07-13 01:13:00+00:00,33,1,42004177,29815.5,29819.5,29803.75,29811.75,191,NQ.v.0
2026-07-13 01:14:00+00:00,33,1,42004177,29814.0,29815.75,29806.0,29812.25,111,NQ.v.0
2026-07-13 01:15:00+00:00,33,1,42004177,29812.75,29843.75,29810.75,29843.25,319,NQ.v.0
2026-07-13 01:16:00+00:00,33,1,42004177,29842.25,29849.0,29828.5,29828.5,216,NQ.v.0
2026-07-13 01:17:00+00:00,33,1,42004177,29829.5,29832.5,29818.25,29825.0,113,NQ.v.0
2026-07-13 01:18:00+00:00,33,1,42004177,29827.25,29833.0,29818.5,29825.0,106,NQ.v.0
2026-07-13 01:19:00+00:00,33,1,42004177,29824.75,29834.0,29819.25,29827.75,103,NQ.v.0
2026-07-13 01:20:00+00:00,33,1,42004177,29828.0,29839.75,29824.0,29833.25,157,NQ.v.0
2026-07-13 01:21:00+00:00,33,1,42004177,29831.25,29837.25,29825.5,29826.75,93,NQ.v.0
2026-07-13 01:22:00+00:00,33,1,42004177,29825.75,29833.5,29821.75,29831.5,126,NQ.v.0
2026-07-13 01:23:00+00:00,33,1,42004177,29829.0,29831.25,29822.5,29822.75,67,NQ.v.0
2026-07-13 01:24:00+00:00,33,1,42004177,29825.25,29825.25,29808.5,29813.75,219,NQ.v.0
2026-07-13 01:25:00+00:00,33,1,42004177,29814.5,29819.25,29795.5,29805.75,388,NQ.v.0
2026-07-13 01:26:00+00:00,33,1,42004177,29807.0,29807.0,29793.0,29794.0,141,NQ.v.0
2026-07-13 01:27:00+00:00,33,1,42004177,29796.75,29806.75,29793.5,29800.25,107,NQ.v.0
2026-07-13 01:28:00+00:00,33,1,42004177,29796.75,29801.75,29789.0,29791.75,108,NQ.v.0
2026-07-13 01:29:00+00:00,33,1,42004177,29794.75,29811.25,29794.75,29809.0,158,NQ.v.0
2026-07-13 01:30:00+00:00,33,1,42004177,29808.75,29809.5,29793.25,29799.5,124,NQ.v.0
2026-07-13 01:31:00+00:00,33,1,42004177,29798.25,29810.0,29798.0,29806.25,70,NQ.v.0
2026-07-13 01:32:00+00:00,33,1,42004177,29802.0,29813.5,29789.5,29810.0,127,NQ.v.0
2026-07-13 01:33:00+00:00,33,1,42004177,29811.75,29817.5,29794.75,29795.25,129,NQ.v.0
2026-07-13 01:34:00+00:00,33,1,42004177,29797.0,29803.25,29793.0,29803.0,125,NQ.v.0
2026-07-13 01:35:00+00:00,33,1,42004177,29800.25,29812.25,29794.75,29811.0,131,NQ.v.0
2026-07-13 01:36:00+00:00,33,1,42004177,29810.5,29832.75,29806.75,29828.75,191,NQ.v.0
2026-07-13 01:37:00+00:00,33,1,42004177,29828.5,29835.0,29826.5,29830.5,184,NQ.v.0
2026-07-13 01:38:00+00:00,33,1,42004177,29831.25,29843.25,29831.0,29834.75,200,NQ.v.0
2026-07-13 01:39:00+00:00,33,1,42004177,29833.25,29842.25,29831.0,29836.75,121,NQ.v.0
2026-07-13 01:40:00+00:00,33,1,42004177,29836.5,29838.0,29824.75,29834.5,108,NQ.v.0
2026-07-13 01:41:00+00:00,33,1,42004177,29835.5,29840.25,29828.25,29836.5,97,NQ.v.0
2026-07-13 01:42:00+00:00,33,1,42004177,29835.75,29838.25,29817.0,29819.0,175,NQ.v.0
2026-07-13 01:43:00+00:00,33,1,42004177,29819.25,29829.75,29809.0,29813.5,163,NQ.v.0
2026-07-13 01:44:00+00:00,33,1,42004177,29812.0,29815.0,29803.25,29812.0,179,NQ.v.0
2026-07-13 01:45:00+00:00,33,1,42004177,29812.25,29812.75,29801.75,29805.0,114,NQ.v.0
2026-07-13 01:46:00+00:00,33,1,42004177,29806.25,29806.75,29790.25,29791.5,192,NQ.v.0
2026-07-13 01:47:00+00:00,33,1,42004177,29793.0,29798.5,29792.0,29795.25,119,NQ.v.0
2026-07-13 01:48:00+00:00,33,1,42004177,29795.5,29805.0,29776.0,29781.0,446,NQ.v.0
2026-07-13 01:49:00+00:00,33,1,42004177,29782.5,29799.5,29777.0,29777.0,284,NQ.v.0
2026-07-13 01:50:00+00:00,33,1,42004177,29777.75,29787.25,29772.75,29784.75,291,NQ.v.0
2026-07-13 01:51:00+00:00,33,1,42004177,29783.25,29783.5,29762.0,29764.5,380,NQ.v.0
2026-07-13 01:52:00+00:00,33,1,42004177,29764.0,29769.25,29755.0,29759.0,509,NQ.v.0
2026-07-13 01:53:00+00:00,33,1,42004177,29760.25,29760.25,29742.5,29750.75,552,NQ.v.0
2026-07-13 01:54:00+00:00,33,1,42004177,29749.5,29762.5,29744.0,29757.25,289,NQ.v.0
2026-07-13 01:55:00+00:00,33,1,42004177,29757.0,29762.0,29740.0,29742.25,257,NQ.v.0
2026-07-13 01:56:00+00:00,33,1,42004177,29741.0,29762.5,29737.25,29761.0,308,NQ.v.0
2026-07-13 01:57:00+00:00,33,1,42004177,29762.25,29769.0,29745.25,29750.5,375,NQ.v.0
2026-07-13 01:58:00+00:00,33,1,42004177,29751.5,29755.75,29743.25,29753.5,331,NQ.v.0
2026-07-13 01:59:00+00:00,33,1,42004177,29755.0,29770.25,29755.0,29761.25,289,NQ.v.0
2026-07-13 02:00:00+00:00,33,1,42004177,29762.75,29772.0,29733.5,29746.75,376,NQ.v.0
2026-07-13 02:01:00+00:00,33,1,42004177,29746.0,29749.5,29737.5,29745.5,131,NQ.v.0
2026-07-13 02:02:00+00:00,33,1,42004177,29744.5,29751.5,29727.0,29750.25,358,NQ.v.0
2026-07-13 02:03:00+00:00,33,1,42004177,29751.5,29762.5,29751.5,29757.0,227,NQ.v.0
2026-07-13 02:04:00+00:00,33,1,42004177,29754.75,29759.5,29739.5,29748.25,191,NQ.v.0
2026-07-13 02:05:00+00:00,33,1,42004177,29750.75,29771.25,29746.5,29759.25,145,NQ.v.0
