key,timestamp_ct,signal_type,ref_entry,act_entry,ref_stop,act_stop,ref_target,act_target,parity_status
2017-12-20 20:45:00+00:00|L,2017-12-20 20:45:00+00:00,L,6471.5,6471.5,6465.969655193977,6465.969655193977,6488.091034418068,6488.091034418068,MATCH
2017-12-20 21:00:00+00:00|RS,2017-12-20 21:00:00+00:00,RS,6473.262620692531,6473.262620692531,6478.719369440981,6478.719369440981,6459.620748821406,6459.620748821406,MATCH
2017-12-21 16:15:00+00:00|L,2017-12-21 16:15:00+00:00,L,6481.438036372602,6481.438036372602,6475.963318777694,6475.963318777694,6497.862189157325,6497.862189157325,MATCH
2017-12-21 18:00:00+00:00|L,2017-12-21 18:00:00+00:00,L,6496.702579756744,6496.702579756744,6491.474792165135,6491.474792165135,6512.385942531571,6512.385942531571,MATCH
2017-12-22 20:00:00+00:00|L,2017-12-22 20:00:00+00:00,L,6471.0,6471.0,6467.284598984352,6467.284598984352,6482.146203046945,6482.146203046945,MATCH
2017-12-26 16:00:00+00:00|S,2017-12-26 16:00:00+00:00,S,6424.75,6424.75,6429.739162382489,6429.739162382489,6409.782512852534,6409.782512852534,MATCH
2017-12-26 17:45:00+00:00|L,2017-12-26 17:45:00+00:00,L,6443.5,6443.5,6438.461242477426,6438.461242477426,6458.616272567721,6458.616272567721,MATCH
2017-12-26 18:45:00+00:00|RS,2017-12-26 18:45:00+00:00,RS,6442.25,6442.25,6446.918120473299,6446.918120473299,6430.579698816754,6430.579698816754,MATCH
2017-12-27 16:45:00+00:00|S,2017-12-27 16:45:00+00:00,S,6433.691306535337,6433.691306535337,6438.010778878523,6438.010778878523,6420.732889505781,6420.732889505781,MATCH
2017-12-27 21:30:00+00:00|L,2017-12-27 21:30:00+00:00,L,6433.5,6433.5,6429.677452120393,6429.677452120393,6444.967643638819,6444.967643638819,MATCH
2017-12-28 16:15:00+00:00|L,2017-12-28 16:15:00+00:00,L,6434.25,6434.25,6430.723922693123,6430.723922693123,6444.82823192063,6444.82823192063,MATCH
2017-12-28 21:30:00+00:00|S,2017-12-28 21:30:00+00:00,S,6425.75,6425.75,6428.558151016407,6428.558151016407,6417.325546950781,6417.325546950781,MATCH
2017-12-28 23:15:00+00:00|RL,2017-12-28 23:15:00+00:00,RL,6428.625392871954,6428.625392871954,6425.863728227988,6425.863728227988,6435.529554481871,6435.529554481871,MATCH
2017-12-29 17:00:00+00:00|L,2017-12-29 17:00:00+00:00,L,6412.192533803238,6412.192533803238,6407.048101959262,6407.048101959262,6427.6258293351675,6427.6258293351675,MATCH
2017-12-29 20:45:00+00:00|S,2017-12-29 20:45:00+00:00,S,6402.643634928024,6402.643634928024,6407.870998822142,6407.870998822142,6386.961543245671,6386.961543245671,MATCH
2018-01-02 21:30:00+00:00|S,2018-01-02 21:30:00+00:00,S,6496.25,6496.25,6500.5068642347605,6500.5068642347605,6483.479407295718,6483.479407295718,MATCH
2018-01-03 15:45:00+00:00|L,2018-01-03 15:45:00+00:00,L,6551.25,6551.25,6546.375600702555,6546.375600702555,6565.873197892335,6565.873197892335,MATCH
2018-01-04 17:15:00+00:00|L,2018-01-04 17:15:00+00:00,L,6577.0,6577.0,6570.5729812756035,6570.5729812756035,6596.28105617319,6596.28105617319,MATCH
2018-01-04 17:45:00+00:00|RS,2018-01-04 17:45:00+00:00,RS,6580.768064170081,6580.768064170081,6587.035812457953,6587.035812457953,6565.098693450399,6565.098693450399,MATCH
2018-01-04 20:30:00+00:00|L,2018-01-04 20:30:00+00:00,L,6581.0,6581.0,6575.82087749195,6575.82087749195,6596.537367524148,6596.537367524148,MATCH
2018-01-04 21:00:00+00:00|RS,2018-01-04 21:00:00+00:00,RS,6585.0,6585.0,6590.338120938063,6590.338120938063,6571.6546976548425,6571.6546976548425,MATCH
2018-01-05 17:00:00+00:00|L,2018-01-05 17:00:00+00:00,L,6633.75,6633.75,6628.699868997106,6628.699868997106,6648.900393008681,6648.900393008681,MATCH
2018-01-05 19:45:00+00:00|S,2018-01-05 19:45:00+00:00,S,6631.25,6631.25,6635.225219550562,6635.225219550562,6619.324341348316,6619.324341348316,MATCH
2018-01-08 15:45:00+00:00|S,2018-01-08 15:45:00+00:00,S,6660.0,6660.0,6664.956717557577,6664.956717557577,6645.129847327269,6645.129847327269,MATCH
2018-01-08 16:00:00+00:00|RL,2018-01-08 16:00:00+00:00,RL,6658.785895674344,6658.785895674344,6653.741265085166,6653.741265085166,6671.3974721472905,6671.3974721472905,MATCH
2018-01-08 20:45:00+00:00|L,2018-01-08 20:45:00+00:00,L,6667.0,6667.0,6663.028471138928,6663.028471138928,6678.914586583217,6678.914586583217,MATCH
2018-01-09 16:15:00+00:00|L,2018-01-09 16:15:00+00:00,L,6676.589187206398,6676.589187206398,6670.3430620189865,6670.3430620189865,6695.327562768632,6695.327562768632,MATCH
2018-01-09 20:30:00+00:00|S,2018-01-09 20:30:00+00:00,S,6677.0,6677.0,6682.111970061019,6682.111970061019,6661.664089816944,6661.664089816944,MATCH
2018-01-09 20:45:00+00:00|RL,2018-01-09 20:45:00+00:00,RL,6670.25,6670.25,6664.91388494334,6664.91388494334,6683.590287641649,6683.590287641649,MATCH
2018-01-09 23:45:00+00:00|RL,2018-01-09 23:45:00+00:00,RL,6665.25,6665.25,6660.979960912106,6660.979960912106,6675.925097719733,6675.925097719733,MATCH
2018-01-10 16:30:00+00:00|S,2018-01-10 16:30:00+00:00,S,6633.25,6633.25,6641.111110132268,6641.111110132268,6609.666669603198,6609.666669603198,MATCH
2018-01-10 17:00:00+00:00|RL,2018-01-10 17:00:00+00:00,RL,6636.0,6636.0,6628.327346365545,6628.327346365545,6655.181634086138,6655.181634086138,MATCH
2018-01-10 19:15:00+00:00|S,2018-01-10 19:15:00+00:00,S,6637.801150633993,6637.801150633993,6645.145815861541,6645.145815861541,6615.767154951347,6615.767154951347,MATCH
2018-01-11 16:00:00+00:00|L,2018-01-11 16:00:00+00:00,L,6668.5,6668.5,6663.524739438962,6663.524739438962,6683.425781683114,6683.425781683114,MATCH
2018-01-11 18:00:00+00:00|L,2018-01-11 18:00:00+00:00,L,6690.25,6690.25,6685.052023485551,6685.052023485551,6705.843929543346,6705.843929543346,MATCH
2018-01-11 18:30:00+00:00|RS,2018-01-11 18:30:00+00:00,RS,6687.956441002973,6687.956441002973,6692.86694116084,6692.86694116084,6675.680190608307,6675.680190608307,MATCH
2018-01-11 23:30:00+00:00|RS,2018-01-11 23:30:00+00:00,RS,6702.25,6702.25,6706.437444073731,6706.437444073731,6691.781389815672,6691.781389815672,MATCH
2018-01-12 15:45:00+00:00|L,2018-01-12 15:45:00+00:00,L,6735.75,6735.75,6729.14929724217,6729.14929724217,6755.5521082734895,6755.5521082734895,MATCH
2018-01-12 20:15:00+00:00|S,2018-01-12 20:15:00+00:00,S,6741.75,6741.75,6747.296364362819,6747.296364362819,6725.110906911543,6725.110906911543,MATCH
2018-01-12 20:45:00+00:00|RL,2018-01-12 20:45:00+00:00,RL,6742.847407016349,6742.847407016349,6737.093143866776,6737.093143866776,6757.2330648902835,6757.2330648902835,MATCH
2018-01-15 16:00:00+00:00|L,2018-01-15 16:00:00+00:00,L,6761.25,6761.25,6757.869701080344,6757.869701080344,6771.390896758967,6771.390896758967,MATCH
2018-01-15 16:15:00+00:00|RS,2018-01-15 16:15:00+00:00,RS,6761.174293477379,6761.174293477379,6764.473856759917,6764.473856759917,6752.925385271036,6752.925385271036,MATCH
2018-01-15 23:15:00+00:00|RL,2018-01-15 23:15:00+00:00,RL,6757.25,6757.25,6753.9204214484635,6753.9204214484635,6765.57394637884,6765.57394637884,MATCH
2018-01-16 16:15:00+00:00|S,2018-01-16 16:15:00+00:00,S,6789.25,6789.25,6797.713593294825,6797.713593294825,6763.859220115525,6763.859220115525,MATCH
2018-01-16 16:30:00+00:00|RL,2018-01-16 16:30:00+00:00,RL,6779.0,6779.0,6770.230234797663,6770.230234797663,6800.924413005843,6800.924413005843,MATCH
2018-01-16 19:00:00+00:00|S,2018-01-16 19:00:00+00:00,S,6744.75,6744.75,6754.180951248438,6754.180951248438,6716.457146254686,6716.457146254686,MATCH
2018-01-16 20:15:00+00:00|RL,2018-01-16 20:15:00+00:00,RL,6738.335800052431,6738.335800052431,6727.278442544424,6727.278442544424,6765.979193822448,6765.979193822448,MATCH
2018-01-17 16:00:00+00:00|L,2018-01-17 16:00:00+00:00,L,6758.771538856721,6758.771538856721,6750.719750390268,6750.719750390268,6782.926904256081,6782.926904256081,MATCH
2018-01-17 19:15:00+00:00|L,2018-01-17 19:15:00+00:00,L,6795.5,6795.5,6788.150092346991,6788.150092346991,6817.549722959026,6817.549722959026,MATCH
2018-01-18 15:45:00+00:00|L,2018-01-18 15:45:00+00:00,L,6792.75,6792.75,6785.539755301853,6785.539755301853,6814.380734094441,6814.380734094441,MATCH
2018-01-18 16:00:00+00:00|RS,2018-01-18 16:00:00+00:00,RS,6802.0,6802.0,6809.391655791136,6809.391655791136,6783.520860522159,6783.520860522159,MATCH
2018-01-18 21:30:00+00:00|S,2018-01-18 21:30:00+00:00,S,6793.25,6793.25,6800.237886072795,6800.237886072795,6772.286341781615,6772.286341781615,MATCH
2018-01-18 23:15:00+00:00|RL,2018-01-18 23:15:00+00:00,RL,6802.2825783988455,6802.2825783988455,6795.707478835459,6795.707478835459,6818.72032730731,6818.72032730731,MATCH
2018-01-19 17:00:00+00:00|S,2018-01-19 17:00:00+00:00,S,6808.75,6808.75,6816.634611337126,6816.634611337126,6785.096165988622,6785.096165988622,MATCH
2018-01-19 17:30:00+00:00|RL,2018-01-19 17:30:00+00:00,RL,6809.76904711793,6809.76904711793,6802.2837189752045,6802.2837189752045,6828.482367474746,6828.482367474746,MATCH
2018-01-19 19:15:00+00:00|L,2018-01-19 19:15:00+00:00,L,6820.25,6820.25,6813.844178601141,6813.844178601141,6839.467464196578,6839.467464196578,MATCH
2018-01-22 16:00:00+00:00|S,2018-01-22 16:00:00+00:00,S,6863.25,6863.25,6868.911397531294,6868.911397531294,6846.265807406117,6846.265807406117,MATCH
2018-01-22 16:15:00+00:00|RL,2018-01-22 16:15:00+00:00,RL,6859.75,6859.75,6854.091202292369,6854.091202292369,6873.8969942690765,6873.8969942690765,MATCH
2018-01-22 21:00:00+00:00|L,2018-01-22 21:00:00+00:00,L,6900.231872947124,6900.231872947124,6894.291150636793,6894.291150636793,6918.054039878119,6918.054039878119,MATCH
2018-01-23 19:15:00+00:00|S,2018-01-23 19:15:00+00:00,S,6950.126572325099,6950.126572325099,6957.227229346732,6957.227229346732,6928.8246012602,6928.8246012602,MATCH
2018-01-23 20:15:00+00:00|RS,2018-01-23 20:15:00+00:00,RS,6953.75,6953.75,6960.926882423856,6960.926882423856,6935.807793940359,6935.807793940359,MATCH
2018-01-24 16:15:00+00:00|S,2018-01-24 16:15:00+00:00,S,6930.8609147635525,6930.8609147635525,6939.851865517383,6939.851865517383,6903.888062502061,6903.888062502061,MATCH
2018-01-24 18:30:00+00:00|L,2018-01-24 18:30:00+00:00,L,6901.481391082016,6901.481391082016,6888.378846046549,6888.378846046549,6940.789026188414,6940.789026188414,MATCH
2018-01-26 15:45:00+00:00|L,2018-01-26 15:45:00+00:00,L,6962.25,6962.25,6955.561569158927,6955.561569158927,6982.315292523218,6982.315292523218,MATCH
2018-01-26 19:30:00+00:00|S,2018-01-26 19:30:00+00:00,S,6978.25,6978.25,6984.798864877898,6984.798864877898,6958.603405366304,6958.603405366304,MATCH
2018-01-26 20:00:00+00:00|RL,2018-01-26 20:00:00+00:00,RL,6980.112597556311,6980.112597556311,6973.288257432,6973.288257432,6997.173447867087,6997.173447867087,MATCH
2018-01-29 15:45:00+00:00|S,2018-01-29 15:45:00+00:00,S,6975.25,6975.25,6983.645435942267,6983.645435942267,6950.063692173198,6950.063692173198,MATCH
2018-01-29 18:00:00+00:00|L,2018-01-29 18:00:00+00:00,L,7001.6797297585845,7001.6797297585845,6993.035183225587,6993.035183225587,7027.613369357574,7027.613369357574,MATCH
2018-01-30 16:00:00+00:00|L,2018-01-30 16:00:00+00:00,L,6938.740851444829,6938.740851444829,6927.420636025483,6927.420636025483,6972.7014977028675,6972.7014977028675,MATCH
2018-01-30 17:00:00+00:00|RS,2018-01-30 17:00:00+00:00,RS,6926.0,6926.0,6937.775862859015,6937.775862859015,6896.560342852461,6896.560342852461,MATCH
2018-01-30 20:15:00+00:00|L,2018-01-30 20:15:00+00:00,L,6927.731363176022,6927.731363176022,6916.959369628726,6916.959369628726,6960.047343817909,6960.047343817909,MATCH
2018-01-31 15:45:00+00:00|S,2018-01-31 15:45:00+00:00,S,6952.358842122451,6952.358842122451,6959.449048769665,6959.449048769665,6931.08822218081,6931.08822218081,MATCH
2018-01-31 16:45:00+00:00|RL,2018-01-31 16:45:00+00:00,RL,6929.25,6929.25,6921.321350035114,6921.321350035114,6949.071624912216,6949.071624912216,MATCH
2018-01-31 20:30:00+00:00|L,2018-01-31 20:30:00+00:00,L,6930.350854543096,6930.350854543096,6919.710974689393,6919.710974689393,6962.270494104206,6962.270494104206,MATCH
2018-02-01 16:45:00+00:00|L,2018-02-01 16:45:00+00:00,L,6949.25,6949.25,6938.152092335053,6938.152092335053,6982.543722994842,6982.543722994842,MATCH
2018-02-01 18:45:00+00:00|S,2018-02-01 18:45:00+00:00,S,6937.181511039811,6937.181511039811,6947.488844869695,6947.488844869695,6906.259509550159,6906.259509550159,MATCH
2018-02-02 15:45:00+00:00|L,2018-02-02 15:45:00+00:00,L,6837.25,6837.25,6822.803761964787,6822.803761964787,6880.588714105641,6880.588714105641,MATCH
2018-02-02 17:30:00+00:00|L,2018-02-02 17:30:00+00:00,L,6840.25,6840.25,6825.91597641571,6825.91597641571,6883.25207075287,6883.25207075287,MATCH
2018-02-02 18:00:00+00:00|RS,2018-02-02 18:00:00+00:00,RS,6824.223525651469,6824.223525651469,6838.082007721596,6838.082007721596,6789.57732047615,6789.57732047615,MATCH
2018-02-05 17:15:00+00:00|S,2018-02-05 17:15:00+00:00,S,6714.75,6714.75,6731.223949928622,6731.223949928622,6665.328150214135,6665.328150214135,MATCH
2018-02-05 17:45:00+00:00|RL,2018-02-05 17:45:00+00:00,RL,6719.5,6719.5,6703.209961541137,6703.209961541137,6760.225096147156,6760.225096147156,MATCH
2018-02-05 19:00:00+00:00|L,2018-02-05 19:00:00+00:00,L,6694.0,6694.0,6675.726138105577,6675.726138105577,6748.82158568327,6748.82158568327,MATCH
2018-02-06 17:15:00+00:00|L,2018-02-06 17:15:00+00:00,L,6523.4107079993155,6523.4107079993155,6484.871848718368,6484.871848718368,6639.0272858421595,6639.0272858421595,MATCH
2018-02-06 19:45:00+00:00|L,2018-02-06 19:45:00+00:00,L,6533.459863220132,6533.459863220132,6497.136708651351,6497.136708651351,6642.429326926475,6642.429326926475,MATCH
2018-02-07 16:00:00+00:00|L,2018-02-07 16:00:00+00:00,L,6677.01085971903,6677.01085971903,6659.805765247213,6659.805765247213,6728.626143134483,6728.626143134483,MATCH
2018-02-07 16:30:00+00:00|RS,2018-02-07 16:30:00+00:00,RS,6681.25,6681.25,6698.185770233353,6698.185770233353,6638.910574416618,6638.910574416618,MATCH
2018-02-07 18:15:00+00:00|S,2018-02-07 18:15:00+00:00,S,6600.5,6600.5,6621.223437288648,6621.223437288648,6538.329688134057,6538.329688134057,MATCH
2018-02-07 19:00:00+00:00|RL,2018-02-07 19:00:00+00:00,RL,6604.365758902404,6604.365758902404,6582.818057837113,6582.818057837113,6658.235011565633,6658.235011565633,MATCH
2018-02-08 18:45:00+00:00|L,2018-02-08 18:45:00+00:00,L,6460.5,6460.5,6433.258272966137,6433.258272966137,6542.225181101589,6542.225181101589,MATCH
2018-02-08 19:30:00+00:00|RS,2018-02-08 19:30:00+00:00,RS,6427.295041245767,6427.295041245767,6454.584039712749,6454.584039712749,6359.072545078313,6359.072545078313,MATCH
2018-02-08 21:00:00+00:00|S,2018-02-08 21:00:00+00:00,S,6291.25,6291.25,6323.6935331690975,6323.6935331690975,6193.9194004927085,6193.9194004927085,MATCH
2018-02-09 15:45:00+00:00|S,2018-02-09 15:45:00+00:00,S,6313.25,6313.25,6340.536991607775,6340.536991607775,6231.389025176674,6231.389025176674,MATCH
2018-02-09 17:45:00+00:00|S,2018-02-09 17:45:00+00:00,S,6240.0,6240.0,6274.722681495949,6274.722681495949,6135.831955512155,6135.831955512155,MATCH
2018-02-09 18:00:00+00:00|RL,2018-02-09 18:00:00+00:00,RL,6185.75,6185.75,6149.636974325191,6149.636974325191,6276.032564187022,6276.032564187022,MATCH
2018-02-12 16:00:00+00:00|L,2018-02-12 16:00:00+00:00,L,6460.807472651516,6460.807472651516,6441.3625738284545,6441.3625738284545,6519.1421691207,6519.1421691207,MATCH
2018-02-12 20:15:00+00:00|L,2018-02-12 20:15:00+00:00,L,6534.75,6534.75,6517.833284464412,6517.833284464412,6585.500146606764,6585.500146606764,MATCH
2018-02-13 16:30:00+00:00|S,2018-02-13 16:30:00+00:00,S,6494.0256124086945,6494.0256124086945,6507.106168848143,6507.106168848143,6454.783943090348,6454.783943090348,MATCH
2018-02-13 17:00:00+00:00|RL,2018-02-13 17:00:00+00:00,RL,6506.246283178218,6506.246283178218,6493.374846758489,6493.374846758489,6538.42487422754,6538.42487422754,MATCH
2018-02-13 18:15:00+00:00|L,2018-02-13 18:15:00+00:00,L,6510.1869057444255,6510.1869057444255,6496.711133595748,6496.711133595748,6550.614222190458,6550.614222190458,MATCH
2018-02-13 18:15:00+00:00|RL,2018-02-13 18:15:00+00:00,RL,6505.5619057444255,6505.5619057444255,6492.086133595748,6492.086133595748,6539.25133611612,6539.25133611612,MATCH
2018-02-14 17:00:00+00:00|S,2018-02-14 17:00:00+00:00,S,6599.25,6599.25,6617.54788139632,6617.54788139632,6544.356355811039,6544.356355811039,MATCH
2018-02-14 17:45:00+00:00|RL,2018-02-14 17:45:00+00:00,RL,6604.041006432638,6604.041006432638,6585.916140205336,6585.916140205336,6649.353172000892,6649.353172000892,MATCH
2018-02-14 20:15:00+00:00|L,2018-02-14 20:15:00+00:00,L,6658.75,6658.75,6643.90876528074,6643.90876528074,6703.273704157778,6703.273704157778,MATCH
2018-02-14 20:45:00+00:00|RS,2018-02-14 20:45:00+00:00,RS,6661.75,6661.75,6676.0802610589535,6676.0802610589535,6625.924347352617,6625.924347352617,MATCH
2018-02-15 15:45:00+00:00|S,2018-02-15 15:45:00+00:00,S,6677.766845048018,6677.766845048018,6691.73881703504,6691.73881703504,6635.8509290869515,6635.8509290869515,MATCH
2018-02-15 21:00:00+00:00|L,2018-02-15 21:00:00+00:00,L,6784.911633028175,6784.911633028175,6772.187760153385,6772.187760153385,6823.083251652544,6823.083251652544,MATCH
2018-02-16 16:15:00+00:00|L,2018-02-16 16:15:00+00:00,L,6801.0,6801.0,6789.231982377985,6789.231982377985,6836.304052866043,6836.304052866043,MATCH
2018-02-16 16:30:00+00:00|RS,2018-02-16 16:30:00+00:00,RS,6803.75,6803.75,6815.2265520775845,6815.2265520775845,6775.058619806038,6775.058619806038,MATCH
2018-02-16 18:30:00+00:00|S,2018-02-16 18:30:00+00:00,S,6789.75,6789.75,6803.687762894087,6803.687762894087,6747.936711317738,6747.936711317738,MATCH
2018-02-16 18:45:00+00:00|RL,2018-02-16 18:45:00+00:00,RL,6771.0,6771.0,6756.611363026918,6756.611363026918,6806.971592432703,6806.971592432703,MATCH
2018-02-19 15:45:00+00:00|L,2018-02-19 15:45:00+00:00,L,6749.25,6749.25,6742.4299487357175,6742.4299487357175,6769.7101537928465,6769.7101537928465,MATCH
2018-02-19 16:15:00+00:00|RS,2018-02-19 16:15:00+00:00,RS,6755.5,6755.5,6762.700707467672,6762.700707467672,6737.49823133082,6737.49823133082,MATCH
2018-02-20 16:30:00+00:00|L,2018-02-20 16:30:00+00:00,L,6806.0,6806.0,6794.6841479423065,6794.6841479423065,6839.9475561730815,6839.9475561730815,MATCH
2018-02-20 18:45:00+00:00|L,2018-02-20 18:45:00+00:00,L,6819.21145457575,6819.21145457575,6808.31025306606,6808.31025306606,6851.915059104821,6851.915059104821,MATCH
2018-02-20 19:15:00+00:00|RS,2018-02-20 19:15:00+00:00,RS,6805.95568457499,6805.95568457499,6817.380381284876,6817.380381284876,6777.393942800275,6777.393942800275,MATCH
2018-02-20 21:00:00+00:00|RL,2018-02-20 21:00:00+00:00,RL,6762.350388809289,6762.350388809289,6747.642323887454,6747.642323887454,6799.120551113877,6799.120551113877,MATCH
2018-02-21 16:15:00+00:00|S,2018-02-21 16:15:00+00:00,S,6834.25,6834.25,6843.573479867092,6843.573479867092,6806.279560398723,6806.279560398723,MATCH
2018-02-21 18:00:00+00:00|L,2018-02-21 18:00:00+00:00,L,6819.25,6819.25,6809.820775403791,6809.820775403791,6847.537673788627,6847.537673788627,MATCH
2018-02-22 16:15:00+00:00|L,2018-02-22 16:15:00+00:00,L,6804.25,6804.25,6792.676413819824,6792.676413819824,6838.970758540527,6838.970758540527,MATCH
2018-02-22 18:15:00+00:00|S,2018-02-22 18:15:00+00:00,S,6763.25,6763.25,6775.918918252101,6775.918918252101,6725.243245243695,6725.243245243695,MATCH
2018-02-22 19:00:00+00:00|RL,2018-02-22 19:00:00+00:00,RL,6755.333025295649,6755.333025295649,6741.76374198666,6741.76374198666,6789.256233568123,6789.256233568123,MATCH
2018-02-22 20:15:00+00:00|RL,2018-02-22 20:15:00+00:00,RL,6751.5,6751.5,6737.052429614252,6737.052429614252,6787.618925964371,6787.618925964371,MATCH
2018-02-23 15:45:00+00:00|L,2018-02-23 15:45:00+00:00,L,6798.25,6798.25,6789.915000421402,6789.915000421402,6823.254998735795,6823.254998735795,MATCH
2018-02-23 17:30:00+00:00|RS,2018-02-23 17:30:00+00:00,RS,6814.5,6814.5,6823.033890441496,6823.033890441496,6793.16527389626,6793.16527389626,MATCH
2018-02-23 17:30:00+00:00|S,2018-02-23 17:30:00+00:00,S,6814.5,6814.5,6823.033890441496,6823.033890441496,6788.898328675513,6788.898328675513,MATCH
2018-02-26 16:15:00+00:00|L,2018-02-26 16:15:00+00:00,L,6940.5904768372875,6940.5904768372875,6932.446977434753,6932.446977434753,6965.020975044893,6965.020975044893,MATCH
2018-02-26 19:15:00+00:00|L,2018-02-26 19:15:00+00:00,L,6958.75,6958.75,6951.421282549156,6951.421282549156,6980.736152352533,6980.736152352533,MATCH
2018-02-27 15:45:00+00:00|S,2018-02-27 15:45:00+00:00,S,6952.672198804485,6952.672198804485,6963.64706427325,6963.64706427325,6919.747602398188,6919.747602398188,MATCH
2018-02-27 18:00:00+00:00|L,2018-02-27 18:00:00+00:00,L,6933.75,6933.75,6920.521900577858,6920.521900577858,6973.434298266427,6973.434298266427,MATCH
